city,time,title,km,排量,变速箱,origin_price,price,rule,过户次数,kg,气缸数,最大马力,oil_num
上海,2013,奥迪Q3,4.03,2,自动,43.07,14.98,国4,2,1670,4缸,170,95
扬州,2015,本田XR1550V,7.12,1.8,自动,16.26,11.48,国5,1,1295,4缸,136,92
郑州,2018,大众,3.44,1.5,自动,10.63,6.66,国5,1,1155,4缸,110,92
广州,2010,现代,10.9,1.4,自动,9.87,3.68,国4,2,1065,4缸,107,92
苏州,2014,大众POLO,5.61,1.6,自动,12.8,6.5,国5,2,1135,4缸,110,92
洛阳,2009,现代i30,8.22,1.6,自动,11.92,3.6,国4,0,1241,4缸,123,92
厦门,2015,福特,8.13,1.5,自动,21.04,8.98,国5,1,1550,4缸,181,92
保定,2017,本田XR1550V,4.14,1.5,自动,14.96,10.99,国5,0,1550,4缸,131,92
重庆,2013,起亚K3,16.89,1.6,自动,13.55,5.8,国4,0,1280,4缸,128,92
保定,2017,起亚KX,1.17,1.4,自动,9.32,6.88,国5,0,1145,4缸,100,92
天津,2012,大众,3.83,2,自动,41.25,18.5,国4,3,1828,4缸,211,95
扬州,2016,别克,3.42,1.5,自动,26.03,13.28,国5,1,1510,4缸,170,92
合肥,2018,五菱宏光,5.53,1.5,手动,5.41,3.98,国5,1,1550,4缸,105,92
青岛,2016,马自达,4.93,1.5,自动,13.67,8.2,国5,1,1286,4缸,117,92
广州,2014,铃木,3.7,1.5,自动,8.12,4.2,国5,0,1075,4缸,103,92
常州,2013,日产,4.45,1.6,自动,13.82,6.58,国4,1,1211,4缸,126,92
嘉兴,2012,福特,9,1.6,自动,14.21,4.5,国5,2,1338,4缸,125,92
石家庄,2013,马自达CX15505,7.23,2,自动,19.95,9.6,国4,0,1455,4缸,155,92
嘉兴,2017,丰田,13.26,1.5,自动,9.53,6.88,国5,2,1090,4缸,107,92
西安,2011,现代,8.05,1.6,手动,9.75,2.45,国4,0,1250,4缸,112,92
唐山,2014,宝马X1,6.64,2,自动,30.94,15.3,国5,1,1605,4缸,156,95
哈尔,2016,大众POLO,5.73,1.4,自动,9.54,5.98,国5,1,1110,4缸,90,92
哈尔,2018,大众,3.05,1.5,自动,13,7.89,国5,0,1265,4缸,110,92
太原,2015,起亚K2,7.24,1.4,自动,9.32,4.7,国4,0,1083,4缸,107,92
苏州,2014,本田,13.01,2.4,自动,28.2,12.4,国4,1,1715,4缸,197,92
济南,2016,海马V70,6.38,1.5,自动,13.99,5.3,国5,1,1550,4缸,156,92
廊坊,2013,现代,10.12,2.4,自动,27.12,10.3,国4,1,1670,4缸,189,92
南宁,2018,日产,3.39,1.6,自动,14.96,9.58,国5,2,1236,4缸,126,92
上海,2015,奥迪Q5,10.76,2,自动,46.85,20.99,国5,1,1900,4缸,224,95
济南,2013,现代ix35,5.74,2,自动,21.36,8.67,国4,1,1423,4缸,165,92
惠州,2017,丰田,3.95,1.8,自动,15.39,11.68,国5,0,1405,4缸,99,92
中山,2013,大众,13.33,1.6,手动,12.25,4.38,国4,0,1245,4缸,105,92
包头,2016,长安CS15,3.58,1.5,自动,7.48,4.8,国5,0,1235,4缸,107,92
潍坊,2016,日产,5.37,2,自动,18.21,10.8,国5,1,1427,4缸,150,92
长沙,2012,起亚K5,8.3,2,自动,19.41,6.98,国4,0,1480,4缸,162,92
无锡,2014,林肯MKZ,7.93,2,自动,37.97,15.6,国5,1,1742,4缸,203,92
南昌,2017,丰田,2.35,1.2,自动,13.87,10.3,国5,0,1315,4缸,116,92
中山,2014,哈弗H2,2.75,1.5,手动,11.27,4.8,国4,0,1495,4缸,150,92
合肥,2015,别克,10.38,2,自动,19.42,8.88,国5,0,1585,4缸,154,92
太原,2012,雪铁龙,8.57,1.6,自动,12.68,3.65,国4,2,1350,4缸,106,92
威海,2015,雪佛兰,13.23,1.5,自动,11.93,4.88,国5,2,1360,4缸,113,92
重庆,2019,雪佛兰,0.84,1,自动,11.93,7.06,国6,1,1245,3缸,125,92
苏州,2008,别克,7.61,1.6,自动,12.8,2.48,国4,1,1260,4缸,106,92
吉林,2012,日产,6.85,2,自动,17.89,6.9,国4,3,1408,4缸,144,92
福州,2018,雪佛兰,4.06,1.5,自动,18.98,11.9,国5,1,1520,4缸,180,92
太原,2013,雪佛兰,5.79,1.6,手动,12.25,3.98,国4,0,1360,4缸,121,92
上海,2015,奥迪S3,7.89,2,自动,43.4,22.8,国5,0,1505,4缸,286,95
淄博,2014,东风风光330,5.71,1.5,手动,4.44,2.98,国5,2,1235,4缸,109,92
西安,2014,日产,4.49,2,自动,21.36,14.58,国5,2,1460,4缸,150,92
西安,2014,丰田,9.2,1.6,自动,13.55,7.38,国5,1,1285,4缸,122,92
济南,2016,奔驰GLA级,6.28,2,自动,34.71,18.9,国5,3,1567,4缸,184,95
张家,2015,传祺GS5,5.45,2,自动,16.15,6.2,国5,0,1550,4缸,147,92
平顶,2015,铃木,3.78,1.3,自动,16.48,14.18,国5,1,1075,4缸,85,92
淄博,2017,别克GL8,8.81,2.5,自动,24.95,17.9,国4,0,1860,4缸,200,92
大连,2011,现代,6.58,1.6,自动,10.72,3.88,国4,2,1350,4缸,112,92
广州,2013,福特,13.36,2,自动,22.01,11,国5,1,1659,4缸,203,92
宁波,2015,大众,9.25,1.5,自动,9.74,2.58,国4,1,1150,4缸,109,92
郑州,2014,宝马5系,19.42,2,自动,54.23,24.5,国5,1,1760,4缸,218,95
沈阳,2016,中华V3,3.6,1.5,自动,9.63,4.9,国5,1,1350,4缸,112,92
贵阳,2017,丰田,2.76,1.2,自动,13.76,9.28,国5,0,1310,4缸,116,92
上海,2014,雪佛兰,5.05,2.4,自动,22.24,7.98,国5,2,1590,4缸,186,92
西安,2016,马自达CX15504,6.97,2,自动,18.43,12.8,国5,2,1450,4缸,158,92
大连,2013,奥迪Q5,10.96,2,自动,52.31,18.98,国4,5,1550,4缸,211,95
成都,2010,雪佛兰,8.24,1.4,自动,9.76,1.85,国三,0,1145,4缸,93,92
北京,2014,别克GL8,14.3,2.4,自动,22.69,8.9,国5,1,1840,4缸,167,92
济南,2016,捷豹XJ,5.62,2,自动,86.62,38.5,国5,1,1880,4缸,240,95
德州,2011,丰田,10.89,2,自动,24.94,9.8,国4,0,1540,4缸,150,95
哈尔,2014,马自达,7.83,2.5,自动,23.42,11.5,国4,1,1484,4缸,192,92
太原,2011,雪佛兰,8.66,1.4,手动,8.88,3.2,国4,0,1190,4缸,103,92
太原,2011,奔驰A级,7.57,1.5,自动,25.83,6.66,国4,1,1275,4缸,95,95
佛山,2017,本田XR1550V,2.17,1.8,自动,16.26,12.98,国5,0,1295,4缸,136,92
广州,2011,日产,11.74,2,自动,21.69,7.98,国4,0,1457,4缸,136,92
重庆,2017,丰田,1.93,1.5,自动,9.53,6.2,国5,1,1090,4缸,107,92
临汾,2019,大众,1.07,1.5,手动,9.43,5.5,国6,0,1120,4缸,112,92
合肥,2016,大众,5.61,1.8,自动,22.99,11.58,国5,1,1600,4缸,160,95
重庆,2016,起亚K3,5.43,1.6,自动,12.9,6.98,国5,0,1290,4缸,128,92
沈阳,2018,比亚迪,1.68,2,自动,17.36,12.9,国5,0,1895,4缸,205,92
南昌,2014,现代,5.28,1.4,自动,9.43,4.65,国4,1,1086,4缸,107,92
潍坊,2017,起亚K4,5.91,1.8,自动,16.26,9.28,国5,0,1459,4缸,143,92
长沙,2016,五菱宏光,4.43,1.5,手动,6.17,3.68,国5,0,1550,4缸,112,92
赣州,2019,斯柯达,0.59,1.5,自动,13.77,9.5,国5,1,1245,4缸,116,92
太原,2013,大众,7.31,1.6,手动,13.67,5.6,国4,1,1550,4缸,110,92
连云,2010,现代,10.38,1.6,自动,13,2.8,国4,2,1279,4缸,123,92
潍坊,2017,别克,4.63,2,自动,29.3,15.9,国5,1,1755,4缸,260,95
惠州,2015,福特,4.2,1.5,自动,11.7,6.28,国5,0,1300,4缸,113,92
长沙,2015,起亚K4,7.21,1.8,自动,16.26,8.28,国5,0,1395,4缸,143,92
扬州,2015,奥迪A3,10.16,1.4,自动,25.39,12.8,国5,1,1345,4缸,150,95
太原,2015,丰田,3.69,2,自动,32,26.88,国5,1,2070,4缸,220,95
嘉兴,2014,日产,4.87,2,自动,21.36,13.2,国5,0,1460,4缸,150,92
南通,2018,大众,10.31,2,自动,28.2,17.6,国5,1,1615,4缸,186,95
青岛,2010,宝马X1,9.46,2,自动,39.84,9.2,国4,5,1550,4缸,150,95
合肥,2015,别克,5.6,1.6,自动,20.61,7.58,国5,4,1590,4缸,184,92
郑州,2018,大众,2.02,1.4,自动,17.36,11.47,国5,0,1325,4缸,131,95
太原,2011,日产,16.61,2,自动,19.63,6.38,国4,1,1446,4缸,144,92
潍坊,2014,奥迪A3,7.59,1.4,自动,21.7,9.9,国5,2,1340,4缸,150,95
广州,2014,路虎,3.14,2,自动,68.17,18.98,国4,0,1550,4缸,241,95
新乡,2016,宝骏730,6.28,1.5,手动,7.58,4.95,国5,0,1435,4缸,112,92
苏州,2011,日产,12.25,1.6,自动,13.6,6.3,国4,0,1211,4缸,126,92
苏州,2016,丰田,4.68,1.5,自动,9.31,6.95,国5,2,1550,4缸,107,92
常州,2019,福特,0.82,1.5,自动,14.63,9.98,国5,1,1370,3缸,184,92
成都,2007,日产,13.8,1.6,自动,11.27,2.75,国三,0,1115,4缸,105,92
洛阳,2012,大众POLO,10.41,1.6,自动,13.67,4.6,国4,3,1145,4缸,105,92
天津,2019,丰田,1.04,1.5,自动,9.31,7.9,国6,1,1550,4缸,110,92
天津,2019,丰田,1.04,1.5,自动,9.31,7.9,国6,1,1550,4缸,110,92
哈尔,2016,大众,4.72,1.4,自动,19.85,10.9,国5,0,1305,4缸,150,95
成都,2017,阿尔法·罗密欧,2.35,2,自动,46.33,25.3,国5,3,1874,4缸,200,92
天津,2018,领克01新能源,4.9,1.5,自动,28.2,15.5,国5,0,1769,3缸,180,95
连云,2018,雪佛兰,2.69,1.5,自动,19.53,10.8,国5,2,1415,4缸,170,92
武汉,2017,福特,7.19,1.5,自动,16.26,7.5,国5,2,1407,4缸,181,92
宁波,2016,斯柯达,5.4,1.4,自动,20.6,9.9,国5,1,1420,4缸,150,95
苏州,2016,本田,2.97,1.5,自动,15.19,12.6,国5,0,1306,4缸,177,92
宁波,2020,宝马1系,1.99,2,自动,26.46,20.8,国6,0,1550,4缸,192,95
嘉兴,2013,东风风行,4.1,2,手动,8.89,2.8,国4,0,1550,4缸,112,92
合肥,2018,起亚,4.01,2,自动,15.19,11.4,国5,1,1430,4缸,160,92
重庆,2011,宝马7系,18.89,3,自动,97.48,23.8,国4,3,1930,6缸,258,95
哈尔,2013,福特,7.17,1.8,手动,10.83,3.4,国4,0,1321,4缸,124,92
沈阳,2011,丰田,6.89,1.6,自动,14.31,5.68,国4,0,1290,4缸,122,92
常州,2015,雷诺,5.86,1.2,自动,17.35,5.68,国4,1,1363,4缸,116,92
长沙,2016,长安CS75,4.66,1.8,自动,12.68,6.98,国5,0,1665,4缸,177,92
杭州,2011,大众,11.71,1.4,自动,17.13,4.35,国4,1,1550,4缸,131,95
南京,2015,奥迪A4L,6.95,2,自动,36.14,16.8,国5,1,1600,4缸,180,95
重庆,2016,本田,3.76,1.5,自动,15.19,12.9,国5,1,1306,4缸,177,92
济南,2015,别克,5.29,1.5,自动,9.98,4.5,国5,0,1230,4缸,113,92
呼和,2011,丰田,10.09,1.6,自动,15.07,5.5,国4,0,1300,4缸,122,92
长沙,2020,福特,0.49,1.5,自动,16.37,10.98,国6,0,1411,3缸,174,92
嘉兴,2017,宝马1系,3.46,1.5,自动,24.94,15.8,国5,1,1550,3缸,136,95
天津,2019,日产,2.39,1.6,自动,14.32,9.9,国5,0,1242,4缸,126,92
青岛,2014,凯迪拉克ATS1550L,6.13,2,自动,31.35,14.8,国5,1,1600,4缸,230,95
上海,2018,奥迪Q2L,0.16,1.4,自动,25.68,19.5,国5,3,1405,4缸,150,95
合肥,2015,大众,4.89,1.6,自动,23.87,8.88,国5,2,1600,4缸,167,92
无锡,2018,马自达CX15504,5.77,2,自动,16.59,11.98,国5,1,1450,4缸,158,92
成都,2009,雪佛兰,9.94,1.6,自动,14.43,2.95,国三,1,1400,4缸,117,92
上海,2017,奥迪A3,5.45,1.4,自动,25.24,14.38,国5,1,1340,4缸,150,95
福州,2017,马自达,3.83,1.5,自动,15.19,10.72,国5,1,1550,4缸,117,92
大连,2018,奔驰,2.26,2,自动,37.1,33.5,国4,2,2285,4缸,211,95
新乡,2016,雪铁龙,3.88,1.6,自动,12.03,5.28,国5,0,1350,4缸,117,92
南宁,2019,大众,2.12,1.4,自动,15.95,11.8,国6,1,1318,4缸,150,95
潍坊,2012,大众,7.33,1.8,自动,27.66,9.78,国4,1,1600,4缸,160,95
成都,2015,奥迪Q5,12.74,2,自动,42.07,19.5,国5,2,1900,4缸,224,95
大连,2010,宝马X1,2.99,3,自动,51.34,12.38,国5,1,1550,6缸,218,95
呼和,2015,大众,7.22,1,自动,12.48,5.2,国4,8,750,3缸,70,95
洛阳,2016,本田,2.44,1.5,自动,9.31,7.58,国5,0,1078,4缸,131,92
石家庄,2019,日产,0.55,2,自动,16.81,12.9,国6,1,1429,4缸,154,92
济南,2020,福特,0.01,1.5,自动,13.33,9.8,国6,0,1359,3缸,122,92
青岛,2012,福特,7.22,1.6,手动,13.01,4.68,国4,0,1286,4缸,125,92
武汉,2012,福特,5.32,1.6,自动,15.62,6.28,国4,1,1337,4缸,125,92
佛山,2009,铃木,7.75,1,手动,4.87,1.78,国4,0,890,3缸,71,92
青岛,2017,比亚迪,2.76,1.5,自动,8.67,5.9,国5,1,1325,4缸,109,92
郑州,2019,福特,1.62,1.5,自动,17.78,12.39,国5,0,1610,4缸,140,92
温州,2010,福特,5.51,2.3,自动,19.52,4.28,国4,0,1586,4缸,160,92
北京,2015,马自达CX15505,10.92,2.5,自动,24.18,13.6,国5,0,1609,4缸,196,92
合肥,2018,大众,2.15,1.4,自动,17.36,11.3,国5,1,1325,4缸,131,95
金华,2016,奥迪Q5,10.23,2,自动,46.41,23.6,国5,1,1550,4缸,224,95
石家庄,2013,大众,11.16,1.8,自动,25.81,9.45,国4,0,1600,4缸,160,95
平顶,2014,大众,6.6,1.6,自动,16.37,7.38,国4,1,1340,4缸,105,92
济南,2016,起亚K3,5.82,1.6,自动,11.59,6.9,国5,0,1290,4缸,128,92
昆明,2015,雪佛兰,8.39,1.5,手动,10.84,4.26,国5,0,1320,4缸,113,92
福州,2019,哈弗H4,0.01,1.5,自动,11.18,9.2,国6,0,1586,4缸,169,92
济南,2017,本田,3.78,1.5,自动,18.01,12.8,国5,1,1497,4缸,156,92
新乡,2019,大众,2.91,1.4,手动,8.66,5.8,国5,0,1120,4缸,90,92
宁波,2017,丰田,2.09,1.5,自动,9.31,7.18,国5,2,1100,4缸,107,92
厦门,2009,福特,16.29,1.8,自动,14.64,3,国三,1,1340,4缸,124,92
廊坊,2016,大众CC,4.3,1.8,自动,29.18,17.2,国5,0,1540,4缸,160,95
长沙,2015,马自达6,4.22,2,自动,16.59,8.38,国5,1,1427,4缸,147,92
嘉兴,2013,大众,8.95,1.8,自动,25.81,9.8,国4,1,1600,4缸,160,95
昆明,2018,别克,1.95,1.4,自动,16.27,8.2,国5,1,1430,4缸,143,92
无锡,2010,别克,10.51,2,自动,22.13,4.5,国4,2,1555,4缸,147,92
厦门,2016,大众,5.94,1.6,自动,15.73,8.08,国5,2,1260,4缸,110,92
宁波,2015,传祺GS4,6.16,1.3,自动,14.85,6,国5,1,1475,4缸,137,92
宜宾,2015,福特,4.88,1.6,自动,14.85,6.88,国5,1,1336,4缸,125,92
武汉,2015,本田CR1550V,4.36,2.4,自动,26.03,15.86,国5,1,1640,4缸,186,92
济南,2017,福特,4.12,1.5,自动,16.26,8.5,国5,2,1407,4缸,181,92
长沙,2016,奇瑞,8.57,1.5,手动,7.59,3.38,国5,0,1265,4缸,116,92
哈尔,2015,大众CC,6.09,1.8,自动,29.18,14.7,国5,2,1540,4缸,160,95
郑州,2018,福特,2.21,1.5,自动,19.52,11.9,国5,2,1592,4缸,181,92
大连,2012,宝马X3,14.93,2,自动,52.86,17.18,国4,2,1845,4缸,184,95
洛阳,2013,福特,4.49,1.5,自动,13.87,7.05,国5,0,1295,4缸,110,92
上海,2017,丰田,5.04,1.8,自动,15.39,10.59,国5,2,1405,4缸,99,92
呼和,2016,别克,4.7,1.5,自动,28.2,15.48,国5,0,1510,4缸,170,92
宁波,2010,宝马3系,4.14,2,自动,40.71,8.99,国4,2,1550,4缸,152,95
厦门,2016,吉利,4.53,1.8,自动,15.17,7.9,国5,1,1670,4缸,184,92
福州,2012,福特,14.69,2,自动,34.39,12.1,国4,0,1959,4缸,243,92
长沙,2016,马自达,5.69,1.5,自动,15.08,8.68,国5,0,1310,4缸,117,92
潍坊,2015,雪铁龙,7.83,1.6,自动,10.18,4.68,国5,0,1206,4缸,117,92
郑州,2015,现代,4.6,1.6,自动,19.53,9.8,国5,0,1541,4缸,177,92
东莞,2015,大众,8.14,1.4,自动,15.95,7.68,国5,0,1290,4缸,131,95
东莞,2016,江淮,4.63,1.5,手动,8.12,3.5,国5,1,1210,4缸,113,92
扬州,2011,斯柯达,8.52,1.4,手动,8.56,2.78,国4,1,1100,4缸,86,92
长沙,2014,传祺GS5,6.54,2,自动,17.02,5.68,国4,1,1550,4缸,147,92
西安,2016,日产,3.58,1.6,自动,14.96,8.9,国5,1,1236,4缸,126,92
上海,2015,大众,6.04,1.6,自动,27.13,8.5,国5,1,1540,4缸,200,92
驻马,2010,雪佛兰,6.94,1.4,自动,9.76,2.18,国4,0,1145,4缸,93,92
郑州,2012,福特,11.24,3.5,自动,42.31,15.5,国4,3,1980,6缸,288,92
长沙,2008,现代,10.95,1.6,自动,11.81,2.68,国三,0,1279,4缸,112,92
郑州,2018,本田,3.77,1.5,自动,9.31,8.1,国5,2,1080,4缸,131,92
青岛,2013,指南者,12.45,2.4,自动,28.97,6.96,国4,1,1558,4缸,170,92
大连,2016,奔驰GLA级,2.29,2,自动,34.71,18.78,国5,1,1567,4缸,184,95
哈尔,2017,宝骏510,5.91,1.5,自动,8.23,5.7,国4,2,1265,4缸,112,92
佛山,2015,吉利GX7,7.13,1.8,手动,8.67,3.38,国5,1,1515,4缸,133,92
深圳,2015,大众,8.55,1.5,自动,9.74,1.8,国4,0,1150,4缸,109,92
泰州,2016,本田,5.32,1.8,自动,16.69,10.28,国5,1,1292,4缸,136,92
德州,2016,起亚K3,5.87,1.6,手动,10.51,5.1,国5,0,1235,4缸,128,92
厦门,2015,哈弗H6,7.42,2,自动,17.56,7.2,国5,1,1550,4缸,194,92
保定,2014,标致301,8.03,1.6,自动,10.28,4.48,国5,0,1206,4缸,117,92
石家庄,2008,马自达6,10.93,2,自动,19.52,4,国三,2,1427,4缸,146,92
合肥,2018,本田,4.66,1.5,自动,20.6,16.68,国5,0,1485,4缸,194,92
嘉兴,2015,大众,5.92,1.6,自动,15.19,7.2,国5,1,1550,4缸,110,92
南京,2015,丰田,10.62,3.5,自动,41.23,29,国5,1,2060,6缸,273,92
吉林,2017,丰田,2.18,1.8,自动,15.93,12.6,国5,0,1405,4缸,99,92
合肥,2018,奇瑞,2.7,1.5,自动,10.52,6.18,国5,0,1365,4缸,147,92
北京,2014,奥迪A7,4.92,3,自动,89.88,35.5,国4,4,1925,6缸,310,95
上海,2015,大众,4.34,1.4,手动,17.14,8.5,国5,0,1295,4缸,150,95
苏州,2016,雪佛兰,5.32,1.3,手动,6.94,3.99,国5,1,1057,4缸,103,92
嘉兴,2013,奥迪Q3,9.94,2,自动,38.73,13.3,国4,1,1670,4缸,170,95
天津,2008,奔驰C级,17.14,1.8,自动,37.77,7.85,国三,2,1505,4缸,184,95
福州,2016,别克,8.9,1.5,自动,25.61,11.5,国5,1,1575,4缸,169,92
保定,2009,福特,6.71,1.8,自动,14.64,3.48,国三,1,1340,4缸,124,92
嘉兴,2017,别克GL8,4.77,2,自动,35.81,28.8,国5,0,1910,4缸,260,95
济南,2011,别克,13.86,2.4,自动,27.67,6.7,国4,0,1550,4缸,186,92
哈尔,2016,福特,6.93,2.3,自动,48.82,24.1,国5,1,2118,4缸,276,92
潍坊,2015,奥迪A4L,6.61,2,自动,33.95,17.2,国5,1,1600,4缸,180,95
西安,2016,大众POLO,1.26,1.4,自动,9.54,6.43,国5,1,1110,4缸,90,92
呼和,2009,长城,12.17,1.3,手动,6.39,1.38,国4,4,1119,4缸,92,92
淄博,2013,铃木,7.17,1,手动,4.98,2.58,国5,1,890,3缸,71,92
沈阳,2013,福特,7.13,1.5,自动,13.87,5.8,国4,1,1295,4缸,110,92
沈阳,2013,福特,7.13,1.5,自动,13.87,5.8,国4,1,1295,4缸,110,92
洛阳,2016,大众,4.87,1.4,自动,23,12.5,国5,1,1495,4缸,150,95
苏州,2015,英菲尼迪Q50L,9.1,2,自动,37.97,17.58,国5,0,1700,4缸,211,95
洛阳,2011,福特,11.19,2,自动,21.69,4.8,国4,1,1630,4缸,203,92
杭州,2014,宝马5系,12.75,2,自动,50.65,25.1,国5,0,1760,4缸,218,95
北京,2014,林肯MKC,3.12,2,自动,43.18,16.5,国4,1,1831,4缸,203,92
大连,2016,奔驰GLA级,2.93,1.6,自动,31.46,18.37,国5,2,1482,4缸,156,95
厦门,2013,大众,7.95,1.6,自动,10.67,4.6,国4,2,1120,4缸,110,92
天津,2014,日产,5.62,1.6,自动,14.96,7.99,国5,1,1237,4缸,126,92
呼和,2015,大众,15.05,1.4,自动,18.01,8.98,国5,2,1280,4缸,131,95
佛山,2016,自由光,4.27,2,自动,23.86,11.76,国5,1,1735,4缸,155,92
天津,2018,丰田C1550HR,3.36,2,自动,16.91,14,国5,1,1505,4缸,171,92
嘉兴,2016,捷豹XF,6.34,2,自动,61.65,24.25,国5,1,1590,4缸,240,95
合肥,2018,雪佛兰,4.63,1.5,自动,21.7,12.5,国5,0,1520,4缸,180,92
运城,2010,丰田,15.97,2,自动,24.73,7.9,国4,2,1515,4缸,150,95
杭州,2018,奔驰GLA级,2.38,1.6,自动,29.29,20.48,国6,1,1490,4缸,156,95
长沙,2015,陆风X7,5.66,2,自动,15.17,5.98,国5,0,1775,4缸,190,92
中山,2017,丰田,2.05,1.6,自动,12.79,8.5,国5,0,1285,4缸,122,92
长沙,2014,别克GL8,11.53,2.4,自动,31.47,16.48,国5,1,1860,4缸,186,92
天津,2010,标致307,7.62,1.6,自动,11.48,3.5,国4,2,1320,4缸,106,92
盐城,2019,奔驰E级,7.27,1.5,自动,46.22,38.8,国5,1,1550,4缸,184,95
厦门,2018,日产,3.7,2,自动,20.28,13.1,国5,0,1550,4缸,150,92
石家庄,2015,斯柯达,5.23,1.6,自动,13.22,6.78,国4,1,1322,4缸,105,92
青岛,2011,奔驰C级,8.94,1.8,自动,37.77,9.9,国4,3,1570,4缸,184,95
苏州,2015,丰田,6,2,自动,21.69,12.98,国5,0,1490,4缸,167,92
西安,2015,大众,2.54,1.5,自动,25.38,19.5,国5,0,1240,3缸,136,95
天津,2016,东南DX3,6.98,1.5,自动,10.3,5.8,国5,1,1340,4缸,156,92
金华,2012,别克,13.36,2.4,自动,27.78,7.88,国4,1,1705,4缸,186,92
青岛,2009,别克,16.6,2.4,自动,29.3,5,国4,0,1695,4缸,170,92
新乡,2017,雪佛兰,2.8,1.5,手动,13.56,5.85,国5,0,1240,4缸,114,92
石家庄,2020,雪佛兰,0.8,1,自动,9.76,5.8,国6,1,1120,3缸,125,92
福州,2017,别克,4.67,1.5,自动,23.87,12.68,国5,1,1575,4缸,169,92
成都,2017,大众,2.76,1.4,自动,16.81,10.18,国5,1,1280,4缸,131,95
郑州,2017,现代ix25,2.33,1.6,自动,14.42,9.18,国5,0,1385,4缸,125,92
合肥,2013,奥迪A4L,6.35,2,自动,33.63,13.28,国4,1,1600,4缸,180,95
无锡,2016,大众,5.74,1.6,自动,14.31,7.88,国4,1,1260,4缸,110,92
扬州,2017,斯柯达,1.73,1.4,自动,9.22,6.3,国5,1,1092,4缸,90,92
扬州,2017,斯柯达,1.73,1.4,自动,9.22,6.3,国5,1,1092,4缸,90,92
西安,2012,三菱,3.29,3.8,自动,63.83,33.88,国5,0,2230,6缸,243,92
深圳,2013,别克,9.38,1.6,自动,16.58,4.18,国4,1,1410,4缸,121,92
武汉,2012,福特,7.05,1.8,自动,11.92,4.58,国4,1,1330,4缸,124,92
东莞,2017,别克,1.77,1.4,自动,16.27,8,国5,0,1430,4缸,143,92
广州,2017,本田,2.87,1.8,自动,15.19,11.28,国5,0,1420,4缸,141,92
郑州,2010,宝马1系,7.12,2,自动,32.46,6.93,国4,0,1550,4缸,156,95
石家庄,2016,现代,5.19,1.8,自动,16.26,8.89,国5,1,1421,4缸,143,92
郑州,2013,起亚,7.44,1.6,自动,13.87,4.98,国4,0,1225,4缸,123,92
东莞,2019,别克GL6,0.06,1.3,自动,15.51,11.58,国6,0,1465,3缸,163,92
潍坊,2017,日产,1.09,2.5,自动,17.56,13.8,国5,1,1696,4缸,184,92
惠州,2013,福特,8,1.6,自动,23.64,8.46,国4,1,1592,4缸,177,92
北京,2018,奥迪A3,2.14,1.4,自动,23.21,15.7,国5,1,1340,4缸,150,95
宿迁,2015,大众,2.69,1.5,自动,9.74,4,国4,0,1150,4缸,109,92
成都,2013,三菱,10.53,2,自动,15.17,6,国4,1,1405,4缸,167,92
福州,2015,传祺GS4,6.04,1.3,自动,13.66,6.5,国5,1,1475,4缸,137,92
常州,2008,丰田,7.78,1.3,自动,10.79,3.6,国4,2,1070,4缸,86,92
郑州,2020,路虎,0.85,2,自动,40.79,29,国6,0,1955,4缸,249,95
长沙,2019,福特,3.31,1.5,自动,14.63,9.18,国5,0,1370,3缸,184,92
南通,2015,马自达CX15505,4.25,2,自动,20.71,12.8,国5,1,1455,4缸,155,92
郑州,2019,本田,2.81,1.5,自动,15.19,12.58,国6,2,1305,4缸,177,92
石家庄,2015,雷克萨斯ES,5.24,2.5,自动,38.43,26.5,国5,5,1690,4缸,160,92
唐山,2012,日产,5.94,1.6,自动,14.65,7,国4,0,1237,4缸,126,92
大连,2012,雪佛兰,6.62,1.8,自动,14.86,3.8,国4,1,1410,4缸,147,92
哈尔,2016,马自达,4.48,1.5,自动,13.67,8.5,国5,1,1286,4缸,117,92
西安,2019,大众,4.6,1.5,自动,10.29,6.98,国5,1,1140,4缸,110,92
大连,2015,雪佛兰,10.22,1.5,自动,11.93,5.5,国5,1,1360,4缸,113,92
哈尔,2013,斯柯达,6.56,1.8,自动,22.1,8.8,国4,1,1530,4缸,160,95
合肥,2015,福特,5.26,1.5,自动,11.7,5.98,国5,0,1300,4缸,113,92
郑州,2013,现代ix35,7.15,2,自动,21.36,7.9,国4,0,1423,4缸,165,92
南京,2017,福特,3.54,1.5,自动,13.28,7.9,国5,1,1300,4缸,113,92
宿迁,2017,别克,4.12,1.5,自动,13.01,6.4,国5,1,1255,4缸,114,92
济宁,2016,大众,4.48,1.4,自动,18.01,9.68,国5,1,1280,4缸,131,95
长春,2014,宝马3系,8.83,2,自动,34.74,14.9,国4,5,1510,4缸,184,95
唐山,2012,凯迪拉克SRX,13.65,3,自动,57.51,12.8,国4,2,2100,6缸,271,95
保定,2015,大众,6.55,1.6,自动,16.37,7.98,国5,1,1330,4缸,110,92
西安,2018,大众POLO,1.4,1.5,自动,11.06,7.8,国5,1,1110,4缸,110,92
淄博,2017,本田,4.23,2.4,自动,28.96,21.68,国5,3,1550,4缸,186,92
重庆,2020,福特,2.57,1.5,自动,16.69,11.68,国6,0,1422,3缸,174,92
昆明,2017,福特,2.64,1.5,自动,11.7,6.36,国5,2,1300,4缸,113,92
